go_struct,type_token,field_name,json_key,declared_in,go_type,container,ref_struct,values,applicable,required,required_when,default,default_by,evidence,evidence_ref,deprecated,corpus_count,corpus_prod_count,harness,review,reviewed_hash,description,notes
OutputChannelConfig,output,KeyPrefix,key_prefix,FileConfig,string,scalar,-,-,yes,no,-,-,none,corpus,-,no,5,4,pass,reviewed,a2562f09b4e6,"KeyPrefix is optional, default to $PATH_FILE_KEY. Use $CURRENT_PARTITION_LABEL in KeyPrefix and FileName to substitute with current partition label. Other available env substitution (this is not comprehensive list, any defined env var can be used): $FILE_KEY main input file key. $SESSIONID current session id. ${REQUEST_ID} current request id. $PROCESS_NAME current process name. $PATH_FILE_KEY file key path portion. $NAME_FILE_KEY file key file name portion (empty when in part files mode). $SHARD_ID current node id. $JETS_PARTITION_LABEL current node partition label.",-
OutputChannelConfig,output,MainInputRowCount,main_input_row_count,FileConfig,int64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:336,no,0,0,untestable,reviewed,ab03ecf3320c,The total record count of the main input: the sum of input_records_count at step reducing00. start_reducing_cp carries it from step to step and exposes it to When expressions as $MAIN_INPUT_ROW_COUNT.,applicable ruled by Michel 2026-08-16 (applicable review): dead-field candidate - no reader of MainInputRowCount anywhere in jets/ (the live one is StartComputePipesArgs's).
OutputChannelConfig,output,MultiColumnsInput,multi_columns_input,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:337,no,0,0,untestable,reviewed,bfdd0b05cc08,"Require multiple columns in the input file, to detect a wrong delimiter (csv, headerless_csv).",applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,NbrRowsInRecord,nbr_rows_in_record,FileConfig,int64,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:338,no,0,0,pass,reviewed,75a48dd0457f,NbrRowsInRecord: nbr of rows in record (applicable to format: parquet),-
OutputChannelConfig,output,NoQuotes,no_quotes,FileConfig,bool,scalar,-,-,yes,no,-,-,none,corpus,-,no,1,1,pass,reviewed,f729c07e9a2c,"Never quote records on the csv writer, even when a record contains a quote.",-
OutputChannelConfig,output,ParquetSchema,parquet_schema,FileConfig,*ParquetSchemaInfo,object,ParquetSchemaInfo,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:340,no,0,0,pass,reviewed,52292fdde6dd,Schema of the parquet file; typically populated by JetStore from the input file.,-
OutputChannelConfig,output,PutHeadersOnFirstPartition,put_headers_on_first_partition,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:341,no,0,0,pass,reviewed,0ccbd31058fa,Write the header line on the first partition file.,"When set together with use_original_headers, the stage channels leading to this output channel must set both flags as well (validateOriginalHeadersStagePath)."
OutputChannelConfig,output,QuoteAllRecords,quote_all_records,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:342,no,0,0,pass,reviewed,5323b6a4d877,Quote every record on the csv writer.,-
OutputChannelConfig,output,ReadBatchSize,read_batch_size,FileConfig,int64,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:343,no,0,0,untestable,reviewed,fdbb1bc6e5af,Nbr of rows to read per record (format parquet).,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,ReadDateLayout,read_date_layout,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:344,no,0,0,untestable,reviewed,d4d881d9152a,Date layout used to parse dates on read.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,ReorderColumnsOnRead,reorder_columns_on_read,FileConfig,[]int,array,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:345,no,0,0,untestable,reviewed,f00c8ade566f,Column positions used to reorder the input columns on read.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,TrimColumns,trim_columns,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:346,no,0,0,untestable,reviewed,799a7320e6a2,Trim whitespace around column values.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,UseLazyQuotes,use_lazy_quotes,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:347,no,0,0,untestable,reviewed,edf70533355c,Tolerant csv quote handling; see csv.NewReader.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,UseLazyQuotesSpecial,use_lazy_quotes_special,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:348,no,0,0,untestable,reviewed,c4df1c35b222,Variant of use_lazy_quotes; see csv.NewReader.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,VariableFieldsPerRecord,variable_fields_per_record,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:349,no,0,0,untestable,reviewed,6226e02aed0e,Allow a variable number of fields per record; see csv.NewReader.,applicable ruled by Michel 2026-08-16 (applicable review): read-side file setting on a file-writing channel.
OutputChannelConfig,output,WriteDateLayout,write_date_layout,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:350,no,0,0,pass,reviewed,cc1b959babef,Date layout used to format dates on write.,-
OutputChannelConfig,output,OutputEncoding,output_encoding,FileConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:351,no,0,0,pass,reviewed,20e81d1738ad,Character encoding of the output file.,"Defaults to the channel's encoding when unset, applied by the schema-provider sync."
OutputChannelConfig,output,OutputEncodingSameAsInput,output_encoding_same_as_input,FileConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:352,no,0,0,pass,reviewed,3a9d3e94e24f,Use the input file's encoding for the output.,-
OutputChannelConfig,output,Type,type,OutputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,validator,jets/compute_pipes/actions_start_common.go:1599,no,6,5,untestable,reviewed,e92256d42585,"The channel type. Range: memory (default), stage, output, sql.","An absent type means memory, so a non-default token must write it."
OutputChannelConfig,output,Name,name,OutputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,comment,jets/compute_pipes/pipes_model.go:793,no,6,5,pass,reviewed,9ddc1f2fbd4f,"Name: output channel name, required (must exist in the channels section of the config document) Format: file format, range values: csv, headerless_csv, fixed_width. NbrRowsInRecord: nbr of rows in record (applicable to format: parquet) Compression: none, snappy (default). Does not apply to parquet format (always snappy). UseInputParquetSchema to use the same schema as the input file. UseOriginalHeaders to use the headers from the input file (csv only). Must have save_parquet_schema = true in the cpipes first input_channel. OutputLocation: jetstore_s3_schema_events, jetstore_s3_input, jetstore_s3_output (default), or custom location. When OutputLocation is jetstore_s3_input it will also write to the input bucket. When using jetstore_s3_input and jetstore_s3_schema_events you must specify WriteStepId to specify the step id in stage location to output the file. When OutputLocation uses a custom location, it replaces KeyPrefix and FileName. OutputLocation must ends with ""/"" if we want to use default file name (i.e. OutputLocation does not include the file name).",-
OutputChannelConfig,output,UseOriginalHeaders,use_original_headers,OutputChannelConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:835,no,2,2,pass,reviewed,e5b3424b975a,Use the original headers that came with the input file (csv only) rather than the uniquefied headers JetStore processes with; applies to type output and to the stage channels leading to an output channel.,"When set together with put_headers_on_first_partition, the stage channels leading to this output channel must also set both flags — see the external constraint row and validateOriginalHeadersStagePath."
OutputChannelConfig,output,UseInputParquetSchema,use_input_parquet_schema,OutputChannelConfig,bool,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:836,no,2,2,pass,reviewed,8bf42cc889f0,"Use the same parquet schema as the input file (types stage, output).",-
OutputChannelConfig,output,SchemaProvider,schema_provider,OutputChannelConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:837,no,3,3,pass,reviewed,5fdf95287af4,"Key of a schema_providers entry; alternative to format (types stage, output).",-
OutputChannelConfig,output,WriteStepId,write_step_id,OutputChannelConfig,string,scalar,-,-,yes,no,-,-,none,corpus,-,no,1,1,pass,reviewed,0362ca6d47dd,Step id in the stage location to write to (type stage).,-
OutputChannelConfig,output,OutputTableKey,output_table_key,OutputChannelConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:839,no,0,0,untestable,reviewed,5d36225634b7,Key of the output_tables entry to write to (type sql).,"Type sql only, per the declaration comment."
OutputChannelConfig,output,FileKey2,output_location,OutputChannelConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:840,no,5,5,pass,reviewed,fb3f5788bdbc,Custom output location; replaces key_prefix and file_name (type output).,-
OutputChannelConfig,output,SpecName,channel_spec_name,OutputChannelConfig,string,scalar,-,-,yes,yes,-,-,none,builder,jets/compute_pipes/compute_pipes.go:252,no,6,5,untestable,reviewed,e68b6a471460,"Key of the channels entry providing this channel's spec, when it differs from name.",-
OutputChannelConfig,sql,Comment,comment,OutputChannelConfig,string,scalar,-,-,yes,no,-,-,none,comment,jets/compute_pipes/pipes_model.go:791,no,0,0,pass,reviewed,097a752814ed,Free text for the reader; ignored by JetStore.,-
OutputChannelConfig,sql,BadRowsConfig,bad_rows_config,FileConfig,*BadRowsSpec,object,BadRowsSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:312,no,0,0,untestable,reviewed,1426aadc20dc,How to identify and route bad input rows.,applicable/required ruled by Michel 2026-08-16 (bucket-2 review): the token never reads this field.
OutputChannelConfig,sql,BlankFieldMarkers,blank_field_markers,FileConfig,*BlankFieldMarkersSpec,object,BlankFieldMarkersSpec,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:313,no,0,0,untestable,reviewed,13d305d1beda,Marker texts treated as blank (null) values.,applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,Bucket,bucket,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:314,no,0,0,untestable,reviewed,64c65e52b0d7,S3 bucket holding the file.,applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,Compression,compression,FileConfig,string,scalar,-,none|snappy,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:315,no,0,0,untestable,reviewed,81bef782a5b5,"Compression: none, snappy (default). Does not apply to parquet format (always snappy). UseInputParquetSchema to use the same schema as the input file. UseOriginalHeaders to use the headers from the input file (csv only). Must have save_parquet_schema = true in the cpipes first input_channel. OutputLocation: jetstore_s3_schema_events, jetstore_s3_input, jetstore_s3_output (default), or custom location. When OutputLocation is jetstore_s3_input it will also write to the input bucket. When using jetstore_s3_input and jetstore_s3_schema_events you must specify WriteStepId to specify the step id in stage location to output the file. When OutputLocation uses a custom location, it replaces KeyPrefix and FileName. OutputLocation must ends with ""/"" if we want to use default file name (i.e. OutputLocation does not include the file name).",applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,Delimiter,delimiter,FileConfig,rune,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:316,no,0,0,untestable,reviewed,59797ad440bd,"Field delimiter, as a code point (a json number).",applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,DetectCrAsEol,detect_cr_as_eol,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:317,no,0,0,untestable,reviewed,8f5f5d7c299f,"Detect whether \r is used as eol (csv, headerless_csv).",applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,DetectEncoding,detect_encoding,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:318,no,0,0,untestable,reviewed,5f894f665f25,"Detect the file encoding (limited), for text formats.",applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,DiscardFileHeaders,discard_file_headers,FileConfig,bool,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:319,no,0,0,untestable,reviewed,269c6ca1dee8,Discard the input file's headers; headers then come from the configuration or the schema provider.,applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,DomainClass,domain_class,FileConfig,string,scalar,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:320,no,0,0,untestable,reviewed,fd1ad68d4527,Domain class of the records.,applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
OutputChannelConfig,sql,DomainKeys,domain_keys,FileConfig,map[string]any,map,-,-,no,na,-,-,none,comment,jets/compute_pipes/pipes_model.go:321,no,0,0,untestable,reviewed,a95b1434fc46,Domain key configuration for the records.,applicable ruled by Michel 2026-08-16 (applicable review): the token does no file I/O.
